Antecedent,Consequent,Support,Confidence
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
"frozenset({'Subscribers lost_Low', 'Subscribers_High', 'Subscribers gained_High'})",frozenset({'YouTube ad revenue (TWD)_High Revenue'}),0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low'})","frozenset({'Subscribers_High', 'Subscribers gained_High'})",0.1038961038961039,0.7058823529411764
"frozenset({'Subscribers lost_Low', 'Subscribers_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers gained_High'})",0.1038961038961039,0.7272727272727274
"frozenset({'Subscribers lost_Low', 'Subscribers gained_High'})","frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers_High'})",0.1038961038961039,0.75
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers_High'})",frozenset({'Subscribers gained_High'}),0.1038961038961039,1.0
"frozenset({'YouTube ad revenue (TWD)_High Revenue', 'Subscribers lost_Low', 'Subscribers gained_High'})",frozenset({'Subscribers_High'}),0.1038961038961039,1.0
